index,rooms,m2,bathrooms,floor,condominium_expenses,date,contract,typology,total_floors,availability,price,year_of_build,condition,air_conditioning,energy_efficiency,neighborhood,car_parking,energy_performance_building,housing units,start_end_works,current_building_use,elevator,floor_level,heating_centralized,heating_radiator,heating_gas,air_conditiong_centralized,air_conditioning_heat,renewable_energy_performance_index_KWh/m2
0,4,147,2,1,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,4 floors,libero,1345000,2023,new / under construction,"autonomous, cold",a≥ 175 kwh/m² year,quadronno - crocetta,,,,,,1,1,centralized,On the floor,powered by heat pump,autonomous, cold,
0,3,93,2,1,375,07/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,830000,2010,very good / refurbished,"autonomous, cold/heat",b42.73 kwh/m² year,pagano,1 in garage/box,,,,,1,1,centralized,On the floor,methane powered,autonomous, cold/hot,
0,4,139,2,,220,16/02/2023,sale,attic | entire property | stately property class,7 floors,,549000,2015,very good / refurbished,"autonomous, cold/heat",b≥ 175 kwh/m² year,giambellino,2 in garage/box,,,,,1,2,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,3,121,1,T,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,8 floors,libero,528000,2024,new / under construction,"autonomous, cold/heat",a≥ 175 kwh/m² year,precotto,,,,,,1,0,centralized,by air,powered by heat pump,autonomous, cold/hot,
0,4,110,1,5,150,17/02/2023,sale,apartment | entire property | medium property class,9 floors,libero,240000,1970,to be restructured,,g177 kwh/m² year,gratosoglio,,,,,,1,5,centralized,to radiators,methane powered,,,
0,5,207,2,3,800,20/02/2023,sale,apartment | entire property | stately property class,6 floors,,1960000,1939,very good / refurbished,"autonomous, cold/heat",d106.06 kwh/m² year,san vittore,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,70,1,R,,21/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,570000,,new / under construction,"autonomous, cold/heat",g175 kwh/m² year,quadronno - crocetta,,,,,,1,0,autonomous,,,autonomous, cold/hot,
0,4,155,2,T,,03/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,1590000,1900,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,turati,"1 in garage/box, 1 all'esterno",,,,,1,0,centralized,to radiators,,autonomous, cold/hot,
0,3,106,1,1,200,24/01/2023,sale,apartment | entire property | medium property class,4 floors,libero,670000,1950,good / habitable,,g192.56 kwh/m² year,corso genova,,,,,,1,1,centralized,to radiators,methane powered,,,
0,5,304,3,4 - 5,600,01/12/2022,sale,attic | entire property | medium property class,4 floors,libero,2130000,1950,to be restructured,,g189.43 kwh/m² year,corso genova,,,,,,1,2,centralized,to radiators,methane powered,,,
0,3,100,1,,300,23/12/2022,sale,apartment | entire property | stately property class,4 floors,libero,590000,1945,good / habitable,,g196.45 kwh/m² year,buenos aires,,,,,,1,2,centralized,to radiators,methane powered,,,
0,3,100,2,1,300,16/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,640000,1970,very good / refurbished,"autonomous, cold/heat",c147.79 kwh/m² year,maggiolina,,,,,,1,1,centralized,to radiators,gas powered,autonomous, cold/hot,
0,4,154,2,,295,19/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,1220000,1960,very good / refurbished,autonomous,,isola,,,,,,1,2,centralized,to radiators,gas powered,autonomous,,
0,2,100,1,8,791,29/11/2022,sale,apartment | entire property | stately property class,32 floors,libero,1400000,2015,very good / refurbished,"centralized, cold",b40.3 kwh/m² year,porta nuova,1 in garage/box,,,,,1,8,centralized,,,centralized, cold,
0,3,100,2,1,240,24/02/2023,sale,apartment | entire property | stately property class,4 floors,,440000,2012,very good / refurbished,"autonomous, cold/heat",b35.54 kwh/m² year,lorenteggio,1 in garage/box,,,,,1,1,autonomous,On the floor,powered by heat pump,autonomous, cold/hot,
0,3,86,1,3,200,24/11/2022,sale,apartment | entire property | stately property class,7 floors,libero,625000,1930,good / habitable,"autonomous, cold",f153.68 kwh/m² year,plebisciti - susa,,,,,,1,3,centralized,to radiators,,autonomous, cold,
0,4,120,2,2,500,23/02/2023,sale,apartment | entire property | economic property class,7 floors,,690000,1960,to be restructured,"autonomous, cold",f112 kwh/m² year,zara,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold,
0,5+,1872,3+,,,14/02/2023,sale,palace - building | stately property class,4 floors,,3600000,1960,very good / refurbished,"autonomous, cold/heat",,quartiere forlanini,25 in garage/box,,,,altro,0,5,autonomous,gas powered,,autonomous, cold/hot,
0,5,190,3+,8,600,20/02/2023,sale,attic | entire property | stately property class,8 floors,libero,1590000,2012,very good / refurbished,"centralized, cold/heat",a20 kwh/m² year,porta vittoria,2 in garage/box,,,,,1,8,centralized,by air,methane powered,centralized, cold/hot,
0,2,67,1,2,100,13/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,275000,2011,good / habitable,system preparation,"b≥ 3,51 kwh/m² year",bovisa,,winter summer,,,,1,2,centralized,to radiators,gas powered,system preparation,,351
0,2,63,1,R,145,22/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,395000,1920,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,plebisciti - susa,,,,,,1,0,centralized,to radiators,gas powered,autonomous, cold/hot,
0,3,85,2,7,200,18/01/2023,sale,apartment | entire property | stately property class,8 floors,libero,475000,1970,good / habitable,,"g≥ 3,51 kwh/m² year",argonne - corsica,,,,,,1,7,centralized,to radiators,gas powered,,,
0,3,92,2,1,83,03/01/2023,sale,apartment | entire property | stately property class,2 floors,libero,270000,1967,very good / refurbished,system preparation,g190.9 kwh/m² year,comasina,,,,,,0,1,autonomous,to radiators,methane powered,system preparation,,
0,4,98,2,3,180,17/02/2023,sale,apartment | entire property | medium property class,4 floors,,399000,1960,very good / refurbished,,g≥ 175 kwh/m² year,crescenzago,,,,,,1,3,centralized,to radiators,methane powered,,,
0,3,145,2,10,350,20/02/2023,sale,apartment | entire property | stately property class,12 floors,libero,1250000,1970,very good / refurbished,"autonomous, cold/heat",f160 kwh/m² year,melchiorre gioia,1 in garage/box,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold/hot,
0,5+,190,2,7,500,26/01/2023,sale,apartment | entire property | stately property class,7 floors,libero,995000,1977,to be restructured,"autonomous, cold/heat",g211.18 kwh/m² year,portello - parco vittoria,1 in garage/box,,,,,1,7,centralized,to radiators,gas powered,autonomous, cold/hot,
0,2,80,1,2,200,24/01/2023,sale,apartment | entire property | stately property class,8 floors,libero,415000,1960,very good / refurbished,,"f≥ 3,51 kwh/m² year",centrale,,winter summer,,,,1,2,centralized,to radiators,gas powered,,,351
0,5,183,2,T,70,20/02/2023,sale - download specifications,apartment | entire property | luxury property,1 floor,libero,1300000,2023,new / under construction,system preparation,a≥ 175 kwh/m² year,sempione,,,,,,0,0,autonomous,On the floor,,system preparation,,
0,3,116,2,3,1,06/02/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,825000,2024,new / under construction,"autonomous, cold",a≥ 175 kwh/m² year,farini,,,,,,1,3,centralized,to radiators,powered by heat pump,autonomous, cold,
0,3,80,1,3,200,14/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,435000,1930,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,centrale,,,,,,1,3,centralized,to radiators,gas powered,autonomous, cold/hot,
0,4,130,2,3,120,23/02/2023,sale,apartment | entire property | stately property class,3 floors,libero,460000,1950,good / habitable,"autonomous, cold/heat",e≥ 175 kwh/m² year,argonne - corsica,,,,,,0,3,centralized,,,autonomous, cold/hot,
0,4,135,2,3,300,09/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,1470000,,very good / refurbished,autonomous,a+≥ 175 kwh/m² year,ticinese,2 in garage/box,,,,,1,3,centralized,On the floor,,autonomous,,
0,5,190,2,6,500,18/01/2023,sale,apartment | entire property | stately property class,9 floors,libero,1850000,1960,to be restructured,,e110.49 kwh/m² year,pagano,,,,,,1,6,centralized,to radiators,methane powered,,,
0,4,132,2,1,250,14/02/2023,sale,apartment | entire property | stately property class,7 floors,,1050000,1935,very good / refurbished,autonomous,f157.99 kwh/m² year,washington,,,,,,1,1,centralized,to radiators,methane powered,autonomous,,
0,3,156,2,,320,21/02/2023,sale,lofts | entire property | stately property class,5 floors,libero,1250000,2008,very good / refurbished,"autonomous, cold/heat",c106.27 kwh/m² year,turro,1 in garage/box,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold/hot,
0,1,48,1,4,200,31/01/2023,sale,apartment | entire property | medium property class,5 floors,libero,300000,1940,very good / refurbished,,g213.76 kwh/m² year,cenisio,,,,,,1,4,centralized,to radiators,methane powered,,,
0,2,60,1,R,100,13/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,275000,1960,very good / refurbished,system preparation,g≥ 175 kwh/m² year,cascina dei pomi,,,,,,1,0,centralized,to radiators,methane powered,system preparation,,
0,5,1250000,3,2,,15/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,1250000,1960,good / habitable,"autonomous, cold",g≥ 175 kwh/m² year,città studi,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold,
0,4,120,2,R,250,23/02/2023,sale,apartment | bare ownership | medium property class,6 floors,,250000,1970,very good / refurbished,autonomous,g≥ 175 kwh/m² year,viale ungheria - mecenate,,,,,,1,0,centralized,to radiators,methane powered,autonomous,,
0,3,90,2,1,230,21/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,240000,2006,very good / refurbished,"autonomous, cold/heat",,quarto oggiaro,,,,,,1,1,centralized,On the floor,,autonomous, cold/hot,
0,4,123,2,5,600,01/02/2023,sale,apartment | entire property | luxury property,17 floors,libero,1060000,2011,very good / refurbished,"centralized, cold/heat",b10 kwh/m² year,paolo sarpi,1 in garage/box,winter summer,,,,1,5,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,2,80,1,7,200,17/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,850000,1950,very good / refurbished,"autonomous, cold/heat","e≥ 3,51 kwh/m² year",navigli - darsena,,winter summer,,,,1,7,centralized,On the floor,gas powered,autonomous, cold/hot,
0,2,58,1,1,,20/02/2023,sale - download specifications,apartment | entire property | stately property class,7 floors,libero,243600,1960,new / under construction,system preparation,e136.11 kwh/m² year,piazzale siena,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,3,106,1,4,250,07/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,295000,1978,good / habitable,"autonomous, cold/heat",f161.04 kwh/m² year,bruzzano,1 in garage/box,,,,,1,4,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,117,2,4,,24/01/2023,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,487000,2024,new / under construction,"autonomous, cold","a1≥ 3,51 kwh/m² year",cascina merlata - musocco,,,,,,1,4,autonomous,On the floor,powered by heat pump,autonomous, cold,
0,4,110,1,3,100,14/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,580000,1910,to be restructured,,g≥ 175 kwh/m² year,isola,,,,,,0,3,centralized,to radiators,,,,
0,3,100,2,2,,09/02/2023,sale - download specifications,apartment | entire property | stately property class,2 floors,libero,480000,2023,new / under construction,"autonomous, cold",a≥ 175 kwh/m² year,ponte nuovo,,,,,,1,2,autonomous,On the floor,powered by heat pump,autonomous, cold,
0,2,46,1,1,,24/01/2023,sale - download specifications,apartment | entire property | stately property class,7 floors,libero,188600,1960,new / under construction,system preparation,e136.95 kwh/m² year,piazzale siena,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,4,170,2,3,,06/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,1068000,2025,new / under construction,"centralized, cold",a≥ 175 kwh/m² year,san siro,,,,,,1,3,centralized,On the floor,photovoltaic powered,centralized, cold,
0,5+,311,3+,,1.083,23/01/2023,sale,apartment | entire property | stately property class,4 floors,libero,5300000,1830,good / habitable,"autonomous, cold/heat",e126.75 kwh/m² year,moscova,"2 in garage/box, 2 all'esterno",,,,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot,
0,5,213,3,2,500,13/12/2022,sale | income property,apartment | entire property | stately property class,6 floors,,2250000,1930,very good / refurbished,"autonomous, cold/heat",f189.91 kwh/m² year,ticinese,,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,154,3,2 - 3,250,09/12/2022,sale,attic | entire property | stately property class,3 floors,libero,675000,2019,very good / refurbished,"centralized, cold/heat",a1114.44 kwh/m² year,tre castelli - faenza,,,,,,1,2,centralized,On the floor,powered by heat pump,centralized, cold/hot,
0,5,276,3+,,50,04/02/2023,sale,terraced house | entire property | luxury property,4 floors,libero,1190000,2022,new / under construction,"autonomous, cold/heat","a4≥ 3,51 kwh/m² year",precotto,1 all'esterno,winter summer,,,,1,0,autonomous,On the floor,gas powered,autonomous, cold/hot,
0,3,142,2,3,,06/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,997000,2025,new / under construction,"centralized, cold",a≥ 175 kwh/m² year,san siro,,,,,,1,3,centralized,On the floor,photovoltaic powered,centralized, cold,
0,5,226,3,8,600,14/02/2023,sale,attic | entire property | stately property class,9 floors,libero,1100000,1960,to be restructured,,g≥ 175 kwh/m² year,piazza napoli,2 in garage/box,,,,,1,8,centralized,to radiators,methane powered,,,
0,3,98,2,2,225,02/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,450000,1950,to be restructured,,,lambrate,,,,,,1,2,centralized,On the floor,methane powered,,,
0,2,53,1,2,90,13/01/2023,sale,apartment | entire property | medium property class,5 floors,libero,225000,1970,very good / refurbished,"autonomous, cold/heat","d≥ 3,51 kwh/m² year",corvetto,,winter summer,,,,1,2,autonomous,by air,methane powered,autonomous, cold/hot,
0,3,87,2,,2.200,08/02/2023,sale,detached house | entire property | stately property class,3 floors,libero,440000,2006,very good / refurbished,"autonomous, cold/heat","d122 kwh/m² year, edificio energia quasi zero",famagosta,,winter summer,,,,0,4,autonomous,to radiators,powered by district heating,autonomous, cold/hot,122
0,3,110,1,3,190,09/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,650000,1960,good / habitable,,e≥ 175 kwh/m² year,città studi,1 in garage/box,,,,,1,3,centralized,On the floor,methane powered,,,
0,5,278,3,,925,31/01/2023,sale,apartment | entire property | luxury property,30 floors,libero,3900000,1955,good / habitable,"autonomous, cold/heat",f358.99 kwh/m² year,repubblica,"1 in garage/box, 1 all'esterno",,,,,1,2,centralized,by air,methane powered,autonomous, cold/hot,
0,2,59,1,,200,22/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,490000,1960,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,arena,,,,,,1,2,centralized,to radiators,gas powered,autonomous, cold/hot,
0,3,90,1,7,290,15/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,420000,1963,good / habitable,"autonomous, cold",g251.6 kwh/m² year,pasteur,1 all'esterno,,,,,1,7,centralized,On the floor,methane powered,autonomous, cold,
0,4,150,2,3,525,03/02/2023,sale,apartment | stately property class,7 floors,libero,690000,1970,to be restructured,,g≥ 175 kwh/m² year,dezza,1 in garage/box,,,,,1,3,centralized,On the floor,methane powered,,,
0,2,60,1,1,,16/02/2023,sale - download specifications,apartment | entire property | stately property class,7 floors,libero,234000,1960,new / under construction,system preparation,d109.96 kwh/m² year,piazzale siena,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,3,106,2,5,,06/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,443000,2024,new / under construction,"autonomous, cold","a3≥ 3,51 kwh/m² year",giambellino,,winter summer,,,,1,5,centralized,On the floor,photovoltaic powered,autonomous, cold,
0,3,136,2,16,,06/02/2023,sale,apartment | entire property | stately property class,22 floors,libero,1178000,2025,new / under construction,"centralized, cold",a≥ 175 kwh/m² year,san siro,,,,,,1,1,centralized,On the floor,photovoltaic powered,centralized, cold,
0,3,130,2,2,300,07/11/2022,sale,apartment | entire property | stately property class,10 floors,libero,720000,2021,very good / refurbished,"autonomous, cold/heat",g≥ 175 kwh/m² year,cascina merlata - musocco,1 all'esterno,,,,,1,2,centralized,On the floor,methane powered,autonomous, cold/hot,
0,2 - 3,63,2,,,20/02/2023,sale,project,6 floors,,,,,"centralized, cold/heat","a3≥ 3,51 kwh/m² year",cimiano,,,24,01/11/2022 - 30/11/2023,,0,,centralized,by air,powered by heat pump,centralized, cold/hot,
0,2,47,1,2,134,02/02/2023,sale,apartment | stately property class,8 floors,libero,379000,1960,new / under construction,system preparation,,sempione,,,,,,1,2,centralized,On the floor,,system preparation,,
0,4,124,2,1,133,10/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,485000,1923,very good / refurbished,"autonomous, cold",", edificio energia quasi zero",precotto,,,,,,1,1,autonomous,,,autonomous, cold,
0,2,66,1,1,,28/12/2022,sale - download specifications,apartment | entire property | stately property class,6 floors,libero,250000,2024,new / under construction,"autonomous, cold/heat","a1≥ 3,51 kwh/m² year",cascina merlata - musocco,,,,,,1,1,autonomous,On the floor,powered by heat pump,autonomous, cold/hot,
0,3,100,2,5,250,20/02/2023,sale,attic | entire property | stately property class,5 floors,libero,980000,1920,very good / refurbished,"autonomous, cold/heat",d78 kwh/m² year,carrobbio,1 in garage/box,,,,,1,5,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,4,160,2,R,350,20/02/2023,sale,apartment | entire property,4 floors,libero,650000,1930,good / habitable,,,cermenate - abbiategrasso,,,,,,1,0,centralized,to radiators,,,,
0,3,93,1,8,300,24/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,550000,1960,to be restructured,,g≥ 175 kwh/m² year,cenisio,,,,,,1,8,centralized,to radiators,gas powered,,,
0,3,88,2,S,200,20/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,375000,1970,new / under construction,Freddo,e≥ 175 kwh/m² year,argonne - corsica,,,,,,0,S,centralized,methane powered,,Freddo,,
0,3,109,2,R,458,26/01/2023,sale,apartment | entire property | stately property class,3 floors,libero,770000,1920,very good / refurbished,"autonomous, cold/heat",e267.35 kwh/m² year,cadore,,,,,,1,0,centralized,to radiators,gas powered,autonomous, cold/hot,
0,5+,330,3,5,667,14/02/2023,sale,apartment | stately property class,5 floors,,980000,1960,to be restructured,,,san siro,2 in garage/box,,,,,1,5,centralized,methane powered,,,,
0,4,224,3,7,,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,1800000,,very good / refurbished,system preparation,,città studi,,,,,,1,7,centralized,to radiators,methane powered,system preparation,,
0,2,71,1,1,,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,430000,,very good / refurbished,system preparation,,città studi,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,2,60,1,R,,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,318000,,very good / refurbished,system preparation,,città studi,,,,,,1,0,centralized,to radiators,methane powered,system preparation,,
0,2,45,1,1,,20/02/2023,sale,apartment | entire property | stately property class,7 floors,libero,340000,,very good / refurbished,system preparation,,città studi,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,3,159,2,15,666,20/02/2023,sale,apartment | entire property | luxury property,25 floors,libero,895000,2015,new / under construction,"autonomous, cold/heat",a116.79 kwh/m² year,dergano,2 in garage/box,winter summer,,,,1,1,centralized,by air,methane powered,autonomous, cold/hot,
0,2,50,1,T,,17/02/2023,sale,apartment | entire property | medium property class,8 floors,libero,275000,1965,new / under construction,"autonomous, cold",", edificio energia quasi zero",cenisio,,,,,,0,0,autonomous,powered by heat pump,,autonomous, cold,
0,3,102,2,,315,16/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,649000,2004,very good / refurbished,"centralized, cold/heat",e118.74 kwh/m² year,ripamonti,2 in garage/box,,,,,1,3,autonomous,On the floor,methane powered,centralized, cold/hot,
0,3,95,2,5,100,21/02/2023,sale,apartment | entire property | stately property class,5 floors,,845000,2012,very good / refurbished,"autonomous, cold/heat",b≥ 175 kwh/m² year,solari,,,,,,1,5,autonomous,to radiators,gas powered,autonomous, cold/hot,
0,3,130,2,3,400,23/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,765000,1930,good / habitable,"autonomous, cold/heat",d117.96 kwh/m² year,città studi,,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold/hot,
0,5+,240,3+,3,315,22/02/2023,sale,apartment | entire property | medium property class,5 floors,libero,790000,1980,good / habitable,,g≥ 175 kwh/m² year,gallaratese,"1 in garage/box, 1 all'esterno",,,,,1,3,autonomous,to radiators,gas powered,,,
0,4,153,1,1,300,20/10/2022,sale | income property,apartment | entire property | luxury property,5 floors,,1050000,1920,good / habitable,,f161.77 kwh/m² year,quadronno - crocetta,,,,,,1,1,centralized,to radiators,methane powered,,,
0,3,125,2,1,220,22/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,500000,1990,good / habitable,"autonomous, cold/heat","e≥ 3,51 kwh/m² year",tre castelli - faenza,1 in garage/box,winter summer,,,,1,1,autonomous,to radiators,gas powered,autonomous, cold/hot,351
0,3,117,2,2,,22/02/2023,sale - download specifications,apartment | entire property | stately property class,4 floors,libero,484000,2024,new / under construction,"autonomous, cold/heat",a≥ 175 kwh/m² year,cascina merlata - musocco,,,,,,1,2,autonomous,by air,powered by heat pump,autonomous, cold/hot,
0,2,75,1,2,,14/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,235000,1900,very good / refurbished,system preparation,g≥ 175 kwh/m² year,parco trotter,,,,,,1,2,autonomous,to radiators,gas powered,system preparation,,
0,2 - 5+,64,28,,,14/02/2023,sale,project,11 floors,,,,,"centralized, cold","a1≥ 3,51 kwh/m² year",baggio,77 in garage/box,winter summer,77,15/04/2023 - 30/12/2025,,0,,centralized,On the floor,powered by heat pump,centralized, cold,
0,1,38,1,1,70,22/11/2022,sale,apartment | entire property | stately property class,2 floors,libero,185000,2022,new / under construction,"autonomous, cold/heat","a3≥ 3,51 kwh/m² year",cantalupa - san paolo,,winter summer,,,,0,1,autonomous,by air,power supply,autonomous, cold/hot,
0,2,65,1,3,,20/02/2023,sale,apartment | entire property | stately property class,1 floor,libero,425000,,new / under construction,,g≥ 175 kwh/m² year,arena,,,,,,1,3,centralized,to radiators,methane powered,,,
0,1,45,1,R,,21/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,350000,,new / under construction,"autonomous, cold/heat",g175 kwh/m² year,quadronno - crocetta,,,,,,1,0,autonomous,,,autonomous, cold/hot,
0,2,70,1,4,90,16/02/2023,sale,apartment | entire property | stately property class,5 floors,libero,455000,1920,very good / refurbished,,"g≥ 3,51 kwh/m² year",porta romana - medaglie d'oro,,,,,,1,4,autonomous,to radiators,gas powered,,,
0,2,246,3,R,450,14/10/2022,sale,apartment | entire property | stately property class,6 floors,libero,1510000,1920,good / habitable,,g≥ 175 kwh/m² year,arco della pace,,,,,,1,0,centralized,to radiators,methane powered,,,
0,4,152,2,3,235,30/11/2022,sale,apartment | entire property | stately property class,4 floors,libero,1070000,1920,very good / refurbished,"autonomous, cold",d175 kwh/m² year,paolo sarpi,,,,,,1,3,autonomous,to radiators,,autonomous, cold,
0,4,144,2,1,420,13/01/2023,sale,apartment | entire property | stately property class,8 floors,libero,948000,1960,very good / refurbished,"autonomous, cold",c175 kwh/m² year,sempione,,,,,,1,1,centralized,On the floor,,autonomous, cold,
0,4,110,2,8,175,20/01/2023,sale,apartment | entire property | stately property class,8 floors,,695000,1965,very good / refurbished,"autonomous, cold/heat",d146.64 kwh/m² year,navigli - darsena,,,,,,1,8,centralized,to radiators,,autonomous, cold/hot,
0,4,359,2,10,,22/02/2023,sale,attic | entire property | luxury property,10 floors,,4249000,2024,new / under construction,"centralized, cold","a4≥ 3,51 kwh/m² year",navigli - darsena,,,,,,1,1,centralized,On the floor,powered by heat pump,centralized, cold,
0,4,110,2,1,150,15/02/2023,sale,apartment | entire property | stately property class,6 floors,libero,720000,1970,to be restructured,"autonomous, cold",f≥ 175 kwh/m² year,washington,,,,,,1,1,centralized,to radiators,methane powered,autonomous, cold,
0,5,349,3,9,,22/02/2023,sale,attic | entire property | luxury property,10 floors,,3998000,2024,new / under construction,"centralized, cold","a4≥ 3,51 kwh/m² year",navigli - darsena,,,,,,1,9,centralized,On the floor,powered by heat pump,centralized, cold,
0,2,45,1,2,150,07/02/2023,sale,apartment | entire property | stately property class,4 floors,libero,229000,1940,very good / refurbished,"autonomous, cold",g134.67 kwh/m² year,dergano,1 in garage/box,,,,,1,2,centralized,to radiators,methane powered,autonomous, cold,
0,3,122,2,1,,06/02/2023,sale - download specifications,apartment | entire property | stately property class,7 floors,libero,464000,2024,new / under construction,"autonomous, cold","a3≥ 3,51 kwh/m² year",giambellino,,winter summer,,,,1,1,centralized,On the floor,photovoltaic powered,autonomous, cold,
0,2,64,1,,230,09/02/2023,sale,apartment | stately property class,6 floors,libero,318000,1960,good / habitable,,e175 kwh/m² year,ghisolfa - mac mahon,,,,,,1,2,centralized,to radiators,,,,
0,5,261,3,,750,30/11/2022,sale,apartment | entire property | stately property class,6 floors,libero,1700000,1936,very good / refurbished,"autonomous, cold",g175 kwh/m² year,sempione,1 all'esterno,,,,,1,3,centralized,to radiators,methane powered,autonomous, cold,
0,4,150,2,1 - 2,125,14/02/2023,sale,apartment | entire property | medium property class,4 floors,libero,900000,1930,very good / refurbished,"autonomous, cold/heat",g71.53 kwh/m² year,lodi - brenta,,,,,,1,2,autonomous,to radiators,methane powered,autonomous, cold/hot,
0,3,130,2,1,100,08/02/2023,sale - download specifications,apartment | entire property | stately property class,2 floors,libero,710000,2024,new / under construction,"autonomous, cold/heat","a4≥ 3,51 kwh/m² year",giambellino,1 in garage/box,,,,,1,1,autonomous,On the floor,photovoltaic powered,autonomous, cold/hot,
0,4,152,3,3,200,13/12/2022,sale,apartment | entire property | stately property class,3 floors,libero,824000,2022,new / under construction,"autonomous, cold/heat",a73.38 kwh/m² year,chiesa rossa,1 in garage/box,,,,,1,3,centralized,On the floor,methane powered,autonomous, cold/hot,
0,3,100,1,3,175,11/01/2023,sale,apartment | entire property | medium property class,3 floors,libero,549000,2008,very good / refurbished,"autonomous, cold",g226.58 kwh/m² year,dergano,1 in garage/box,,,,,1,3,autonomous,to radiators,methane powered,autonomous, cold,
0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
0,3,89,1,2,200,30/11/2022,sale,apartment | medium property class,8 floors,libero,298000,1950,to be restructured,,g175 kwh/m² year,san siro,,,,,,1,2,centralized,to radiators,methane powered,,,
0,4,150,2,5,360,09/01/2023,sale,apartment | entire property | medium property class,5 floors,libero,745000,1940,very good / refurbished,"autonomous, cold/heat",f≥ 175 kwh/m² year,cascina dei pomi,,,,,,1,5,centralized,to radiators,methane powered,autonomous, cold/hot,
0,3,100,2,1,195,24/02/2023,sale,apartment | entire property | stately property class,9 floors,libero,650000,1970,very good / refurbished,system preparation,d75.5 kwh/m² year,città studi,,,,,,1,1,centralized,to radiators,methane powered,system preparation,,
0,3,110,2,2,290,24/02/2023,sale,apartment | entire property | stately property class,10 floors,libero,399000,2013,very good / refurbished,"centralized, cold/heat",,quartiere adriano,,,,,,1,2,centralized,by air,powered by heat pump,centralized, cold/hot,
0,2,53,1,2,119,02/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,389000,1960,new / under construction,system preparation,,sempione,,,,,,1,2,centralized,On the floor,,system preparation,,
0,2,45,1,2,115,02/02/2023,sale,apartment | entire property | stately property class,8 floors,libero,379000,1960,new / under construction,system preparation,,sempione,,,,,,1,2,centralized,On the floor,,system preparation,,
0,3,140,1,3 - 4,,31/01/2023,sale,apartment | entire property | stately property class,5 floors,libero,615000,2021,new / under construction,"autonomous, cold","a4≥ 3,51 kwh/m² year",giambellino,,winter summer,,,,1,2,centralized,On the floor,,autonomous, cold,
